date, pm25, pm10, o3, so2, co
2021-03-18, 129, , , , 
2021-03-19, 87, , , , 
2021-03-02, 133, , , , 
2021-03-20, 81, , , , 
2021-03-21, 87, , , , 
2021-03-22, 113, , , , 
2021-03-23, 85, , , , 
2021-03-24, 117, , , , 
2021-03-25, 97, , , , 
2021-03-26, 110, , , , 
2021-03-27, 114, , , , 
2021-03-28, 83, , , , 
2021-03-29, 69, , , , 
2021-03-03, 116, , , , 
2021-03-30, 81, , , , 
2021-03-31, 80, , , , 
2021-03-04, 108, , , , 
2021-03-05, 76, , , , 
2021-03-06, 88, , , , 
2021-03-07, 72, , , , 
2021-03-08, 110, , , , 
2021-03-09, 78, , , , 
2021-04-01, 62, , , , 
2021-04-10, 86, , , , 
2021-04-11, 100, , , , 
2021-04-12, 89, , , , 
2021-04-13, 139, , , , 
2021-04-14, 83, , , , 
2021-04-15, 95, , , , 
2021-04-16, 103, , , , 
2021-04-17, 84, , , , 
2021-04-18, 107, , , , 
2021-04-19, 82, , , , 
2021-04-02, 102, , , , 
2021-04-20, 108, , , , 
2021-04-21, 61, , , , 
2021-04-22, 87, , , , 
2021-04-23, 93, , , , 
2021-04-24, 96, , , , 
2021-04-25, 76, , , , 
2021-04-26, 85, , , , 
2021-04-27, 78, , , , 
2021-04-28, 72, , , , 
2021-04-29, 94, , , , 
2021-04-03, 91, , , , 
2021-04-30, 89, , , , 
2021-04-04, 101, , , , 
2021-04-05, 115, , , , 
2021-04-06, 106, , , , 
2021-04-07, 108, , , , 
2021-04-08, 82, , , , 
2021-04-09, 81, , , , 
2021-05-01, 81, , , , 
2021-05-10, 76, , , , 
2021-05-11, 92, , , , 
2021-05-12, 74, , , , 
2021-05-13, 73, , , , 
2021-05-14, 77, , , , 
2021-05-15, 85, , , , 
2021-05-16, 94, , , , 
2021-05-17, 85, , , , 
2021-05-18, 79, , , , 
2021-05-19, 85, , , , 
2021-05-02, 92, , , , 
2021-05-20, 69, , , , 
2021-05-21, 63, , , , 
2021-05-22, 75, , , , 
2021-05-23, 84, , , , 
2021-05-24, 93, , , , 
2021-05-25, 95, , , , 
2021-05-26, 82, , , , 
2021-05-27, 76, , , , 
2021-05-28, 73, , , , 
2021-05-29, 76, , , , 
2021-05-03, 73, , , , 
2021-05-30, 71, , , , 
2021-05-31, 69, , , , 
2021-05-04, 97, , , , 
2021-05-05, 113, , , , 
2021-05-09, 78, , , , 
2021-06-01, 82, , , , 
2021-06-10, 83, , , , 
2021-06-11, 82, , , , 
2021-06-12, 82, , , , 
2021-06-13, 90, , , , 
2021-06-14, 85, , , , 
2021-06-15, 101, , , , 
2021-06-16, 94, , , , 
2021-06-17, 75, , , , 
2021-06-18, 87, , , , 
2021-06-19, 97, , , , 
2021-06-02, 81, , , , 
2021-06-20, 86, , , , 
2021-06-21, 97, , , , 
2021-06-22, 89, , , , 
2021-06-23, 90, , , , 
2021-06-24, 94, , , , 
2021-06-25, 89, , , , 
2021-06-26, 94, , , , 
2021-06-27, 103, , , , 
2021-06-28, 87, , , , 
2021-06-29, 104, , , , 
2021-06-03, 81, , , , 
2021-06-30, 112, , , , 
2021-06-04, 81, , , , 
2021-06-05, 77, , , , 
2021-06-07, 125, , , , 
2021-06-08, 119, , , , 
2021-06-09, 96, , , , 
2021-07-01, 83, , , , 
2021-07-10, 137, , , , 
2021-07-11, 139, , , , 
2021-07-12, 178, , , , 
2021-07-13, 119, , , , 
2021-07-14, 111, , , , 
2021-07-15, 97, , , , 
2021-07-16, 94, , , , 
2021-07-17, 105, , , , 
2021-07-18, 106, , , , 
2021-07-19, 98, , , , 
2021-07-02, 88, , , , 
2021-07-20, 95, , , , 
2021-07-21, 96, , , , 
2021-07-22, 78, , , , 
2021-07-23, 84, , , , 
2021-07-24, 83, , , , 
2021-07-25, 94, , , , 
2021-07-26, 90, , , , 
2021-07-27, 101, , , , 
2021-07-28, 124, , , , 
2021-07-29, 92, , , , 
2021-07-03, 87, , , , 
2021-07-30, 75, , , , 
2021-07-31, 87, , , , 
2021-07-04, 83, , , , 
2021-07-05, 104, , , , 
2021-07-06, 104, , , , 
2021-07-07, 98, , , , 
2021-07-08, 117, , , , 
2021-07-09, 152, , , , 
2021-08-01, 102, , , , 
2021-08-10, 99, , , , 
2021-08-11, 136, , , , 
2021-08-12, 132, , , , 
2021-08-13, 110, , , , 
2021-08-14, 107, , , , 
2021-08-15, 99, , , , 
2021-08-16, 114, , , , 
2021-08-17, 126, , , , 
2021-08-18, 131, , , , 
2021-08-19, 135, , , , 
2021-08-02, 99, , , , 
2021-08-20, 131, , , , 
2021-08-21, 128, , , , 
2021-08-22, 127, , , , 
2021-08-23, 137, , , , 
2021-08-24, 119, , , , 
2021-08-25, 93, , , , 
2021-08-26, 98, , , , 
2021-08-27, 87, , , , 
2021-08-28, 95, , , , 
2021-08-29, 98, , , , 
2021-08-03, 88, , , , 
2021-08-30, 97, , , , 
2021-08-31, 107, , , , 
2021-08-04, 125, , , , 
2021-08-05, 86, , , , 
2021-08-06, 92, , , , 
2021-08-07, 93, , , , 
2021-08-08, 115, , , , 
2021-08-09, 156, , , , 
2021-09-01, 87, , , , 
2021-09-10, 98, , , , 
2021-09-11, 90, , , , 
2021-09-12, 72, , , , 
2021-09-13, 83, , , , 
2021-09-14, 97, , , , 
2021-09-15, 104, , , , 
2021-09-16, 92, , , , 
2021-09-17, 95, , , , 
2021-09-18, 98, , , , 
2021-09-19, 104, , , , 
2021-09-02, 76, , , , 
2021-09-20, 103, , , , 
2021-09-21, 117, , , , 
2021-09-22, 107, , , , 
2021-09-23, 83, , , , 
2021-09-24, 87, , , , 
2021-09-25, 113, , , , 
2021-09-26, 109, , , , 
2021-09-27, 148, , , , 
2021-09-28, 147, , , , 
2021-09-29, 113, , , , 
2021-09-03, 94, , , , 
2021-09-30, 94, , , , 
2021-09-04, 110, , , , 
2021-09-05, 99, , , , 
2021-09-06, 110, , , , 
2021-09-07, 112, , , , 
2021-09-08, 101, , , , 
2021-09-09, 85, , , , 
2022-01-01, 99, , , , 
2022-01-10, 137, , , , 
2022-01-11, 142, , , , 
2022-01-12, 108, , , , 
2022-01-13, 132, , , , 
2022-01-14, 71, , , , 
2022-01-15, 72, , , , 
2022-01-16, 82, , , , 
2022-01-17, 88, , , , 
2022-01-18, 103, , , , 
2022-01-19, 77, , , , 
2022-01-02, 106, , , , 
2022-01-20, 80, , , , 
2022-01-21, 101, , , , 
2022-01-22, 103, , , , 
2022-01-23, 82, , , , 
2022-01-24, 129, , , , 
2022-01-25, 119, , , , 
2022-01-26, 154, , , , 
2022-01-27, 83, , , , 
2022-01-28, 110, , , , 
2022-01-29, 99, , , , 
2022-01-03, 66, , , , 
2022-01-30, 124, , , , 
2022-01-31, 131, , , , 
2022-01-04, 82, , , , 
2022-01-05, 81, , , , 
2022-01-06, 116, , , , 
2022-01-07, 64, , , , 
2022-01-08, 131, , , , 
2022-01-09, 115, , , , 
2022-10-28, 137, , , , 
2022-10-29, 86, , , , 
2022-10-30, 47, , , , 
2022-10-31, 75, , , , 
2022-11-01, 93, , , , 
2022-11-10, 131, , , , 
2022-11-11, 146, , , , 
2022-11-12, 135, , , , 
2022-11-13, 157, , , , 
2022-11-14, 123, , , , 
2022-11-15, 111, , , , 
2022-11-16, 45, , , , 
2022-11-17, 61, , , , 
2022-11-18, 56, , , , 
2022-11-19, 84, , , , 
2022-11-02, 54, , , , 
2022-11-20, 79, , , , 
2022-11-21, 107, , , , 
2022-11-22, 71, , , , 
2022-11-23, 57, , , , 
2022-11-24, 67, , , , 
2022-11-25, 130, , , , 
2022-11-26, 172, , , , 
2022-11-27, 156, , , , 
2022-11-28, 149, , , , 
2022-11-29, 140, , , , 
2022-11-03, 76, , , , 
2022-11-30, 96, , , , 
2022-11-04, 68, , , , 
2022-11-05, 78, , , , 
2022-11-06, 93, , , , 
2022-11-07, 51, , , , 
2022-11-08, 36, , , , 
2022-11-09, 74, , , , 
2022-12-01, 51, , , , 
2022-12-10, 178, , , , 
2022-12-11, 200, , , , 
2022-12-12, 233, , , , 
2022-12-13, 183, , , , 
2022-12-14, 136, , , , 
2022-12-15, 117, , , , 
2022-12-16, 105, , , , 
2022-12-17, 172, , , , 
2022-12-18, 177, , , , 
2022-12-19, 174, , , , 
2022-12-02, 98, , , , 
2022-12-20, 157, , , , 
2022-12-21, 125, , , , 
2022-12-22, 117, , , , 
2022-12-23, 131, , , , 
2022-12-24, 161, , , , 
2022-12-25, 179, , , , 
2022-12-26, 134, , , , 
2022-12-27, 113, , , , 
2022-12-28, 172, , , , 
2022-12-29, 127, , , , 
2022-12-30, 142, , , , 
2022-12-31, 122, , , , 
2022-12-07, 166, , , , 
2022-12-08, 128, , , , 
2022-12-09, 114, , , , 
2022-02-01, 96, , , , 
2022-02-10, 71, , , , 
2022-02-11, 77, , , , 
2022-02-12, 83, , , , 
2022-02-13, 89, , , , 
2022-02-14, 110, , , , 
2022-02-15, 92, , , , 
2022-02-16, 128, , , , 
2022-02-17, 98, , , , 
2022-02-18, 76, , , , 
2022-02-19, 71, , , , 
2022-02-02, 104, , , , 
2022-02-20, 86, , , , 
2022-02-21, 88, , , , 
2022-02-22, 120, , , , 
2022-02-23, 141, , , , 
2022-02-24, 125, , , , 
2022-02-25, 121, , , , 
2022-02-26, 140, , , , 
2022-02-27, 85, , , , 
2022-02-28, 95, , , , 
2022-02-03, 142, , , , 
2022-02-04, 83, , , , 
2022-02-05, 126, , , , 
2022-02-06, 85, , , , 
2022-02-07, 79, , , , 
2022-02-08, 110, , , , 
2022-02-09, 99, , , , 
2022-03-01, 83, , , , 
2022-03-10, 70, , , , 
2022-03-11, 75, , , , 
2022-03-12, 62, , , , 
2022-03-13, 77, , , , 
2022-03-14, 102, , , , 
2022-03-15, 77, , , , 
2022-03-16, 87, , , , 
2022-03-17, 87, , , , 
2022-03-18, 59, , , , 
2022-03-19, 87, , , , 
2022-03-02, 106, , , , 
2022-03-20, 121, , , , 
2022-03-21, 126, , , , 
2022-03-22, 93, , , , 
2022-03-23, 69, , , , 
2022-03-24, 101, , , , 
2022-03-25, 85, , , , 
2022-03-26, 83, , , , 
2022-03-27, 93, , , , 
2022-03-28, 109, , , , 
2022-03-29, 89, , , , 
2022-03-03, 93, , , , 
2022-03-30, 81, , , , 
2022-03-31, 88, , , , 
2022-03-04, 91, , , , 
2022-03-05, 107, , , , 
2022-03-06, 93, , , , 
2022-03-07, 83, , , , 
2022-03-08, 86, , , , 
2022-03-09, 86, , , , 
2022-04-01, 77, , , , 
2022-04-10, 128, , , , 
2022-04-11, 118, , , , 
2022-04-12, 126, , , , 
2022-04-13, 107, , , , 
2022-04-14, 98, , , , 
2022-04-15, 113, , , , 
2022-04-02, 93, , , , 
2022-04-21, 105, , , , 
2022-04-22, 93, , , , 
2022-04-23, 84, , , , 
2022-04-24, 122, , , , 
2022-04-26, 97, , , , 
2022-04-27, 74, , , , 
2022-04-28, 84, , , , 
2022-04-29, 92, , , , 
2022-04-03, 98, , , , 
2022-04-30, 96, , , , 
2022-04-04, 89, , , , 
2022-04-05, 86, , , , 
2022-04-06, 86, , , , 
2022-04-07, 95, , , , 
2022-04-08, 95, , , , 
2022-04-09, 117, , , , 
2022-05-01, 83, , , , 
2022-05-10, 74, , , , 
2022-05-11, 72, , , , 
2022-05-12, 82, , , , 
2022-05-13, 81, , , , 
2022-05-14, 78, , , , 
2022-05-15, 73, , , , 
2022-05-16, 90, , , , 
2022-05-17, 86, , , , 
2022-05-18, 88, , , , 
2022-05-19, 80, , , , 
2022-05-02, 90, , , , 
2022-05-20, 89, , , , 
2022-05-21, 89, , , , 
2022-05-22, 64, , , , 
2022-05-23, 77, , , , 
2022-05-24, 101, , , , 
2022-05-25, 78, , , , 
2022-05-26, 106, , , , 
2022-05-27, 106, , , , 
2022-05-28, 64, , , , 
2022-05-29, 64, , , , 
2022-05-03, 85, , , , 
2022-05-30, 78, , , , 
2022-05-31, 78, , , , 
2022-05-04, 71, , , , 
2022-05-05, 60, , , , 
2022-05-06, 80, , , , 
2022-05-07, 68, , , , 
2022-05-08, 78, , , , 
2022-05-09, 107, , , , 
2022-06-01, 87, , , , 
2022-06-10, 81, , , , 
2022-06-11, 72, , , , 
2022-06-12, 83, , , , 
2022-06-13, 90, , , , 
2022-06-14, 71, , , , 
2022-06-15, 81, , , , 
2022-06-16, 77, , , , 
2022-06-17, 68, , , , 
2022-06-18, 61, , , , 
2022-06-19, 80, , , , 
2022-06-02, 80, , , , 
2022-06-20, 82, , , , 
2022-06-21, 74, , , , 
2022-06-22, 89, , , , 
2022-06-23, 75, , , , 
2022-06-24, 106, , , , 
2022-06-25, 105, , , , 
2022-06-26, 103, , , , 
2022-06-27, 92, , , , 
2022-06-28, 81, , , , 
2022-06-29, 99, , , , 
2022-06-03, 73, , , , 
2022-06-30, 106, , , , 
2022-06-04, 63, , , , 
2022-06-05, 72, , , , 
2022-06-06, 70, , , , 
2022-06-07, 76, , , , 
2022-06-08, 89, , , , 
2022-06-09, 90, , , , 
2022-07-01, 61, , , , 
2022-07-02, 73, , , , 
2022-07-03, 78, , , , 
2022-07-04, 99, , , , 
2022-07-05, 68, , , , 
2023-01-01, 128, , , , 
2023-01-10, 60, , , , 
2023-01-11, 109, , , , 
2023-01-12, 166, , , , 
2023-01-13, 208, , , , 
2023-01-14, 194, , , , 
2023-01-15, 190, , , , 
2023-01-16, 225, , , , 
2023-01-17, 207, , , , 
2023-01-18, 199, , , , 
2023-01-19, 216, , , , 
2023-01-02, 129, , , , 
2023-01-20, 181, , , , 
2023-01-21, 206, , , , 
2023-01-22, 254, , , , 
2023-01-23, 236, , , , 
2023-01-24, 220, , , , 
2023-01-25, 215, , , , 
2023-01-26, 238, , , , 
2023-01-27, 217, , , , 
2023-01-28, 155, , , , 
2023-01-29, 234, , , , 
2023-01-03, 111, , , , 
2023-01-30, 176, , , , 
2023-01-31, 99, , , , 
2023-01-04, 64, , , , 
2023-01-05, 30, , , , 
2023-01-06, 87, , , , 
2023-01-07, 62, , , , 
2023-01-08, 82, , , , 
2023-01-09, 90, , , , 
2023-10-01, 72, , , , 
2023-10-10, 94, , , , 
2023-10-11, 91, , , , 
2023-10-12, 115, , , , 
2023-10-13, 34, , , , 
2023-10-14, 59, , , , 
2023-10-15, 116, , , , 
2023-10-16, 128, , , , 
2023-10-17, 158, , , , 
2023-10-18, 147, 67, , 8, 7
2023-10-19, 130, 63, , 19, 7
2023-10-02, 85, , , , 
2023-10-20, 115, 51, , 4, 5
2023-10-21, 91, 39, , 13, 3
2023-10-22, 95, 33, , 2, 4
2023-10-23, 80, 29, , 2, 4
2023-10-24, 90, 31, , 4, 6
2023-10-25, 78, 42, , 6, 6
2023-10-26, 84, 28, , 5, 3
2023-10-27, 77, 28, , 3, 5
2023-10-28, 76, 36, , 3, 5
2023-10-29, 77, 50, , 5, 6
2023-10-03, 91, , , , 
2023-10-30, 99, 33, , 3, 5
2023-10-31, 73, 30, , 2, 6
2023-10-04, 64, , , , 
2023-10-05, 79, , , , 
2023-10-06, 71, , , , 
2023-10-07, 106, , , , 
2023-10-08, 121, , , , 
2023-10-09, 95, , , , 
2023-11-01, 90, 30, , 2, 5
2023-11-10, 94, 44, , 11, 7
2023-11-11, 103, 44, , 6, 4
2023-11-12, 92, 41, , 2, 6
2023-11-13, 106, 37, , 2, 9
2023-11-14, 105, 41, , 4, 12
2023-11-15, 111, 36, , 3, 8
2023-11-16, , 32, , 2, 4
2023-11-17, , 90, , 5, 6
2023-11-18, , 81, , 2, 4
2023-11-19, , 58, , 3, 8
2023-11-02, 90, 43, , 5, 7
2023-11-20, , 30, , 2, 4
2023-11-21, , 39, , 2, 4
2023-11-22, , 18, , 2, 2
2023-11-23, , 23, , 2, 4
2023-11-24, , 55, , 7, 8
2023-11-25, , 52, , 6, 8
2023-11-26, , 39, , 5, 9
2023-11-27, , 35, , 4, 7
2023-11-28, 196, 67, , 3, 7
2023-11-29, 244, 28, , 2, 2
2023-11-03, 132, 55, , 14, 11
2023-11-30, 72, 57, , 2, 8
2023-11-04, 138, 46, , 4, 8
2023-11-05, 107, 53, , 11, 9
2023-11-06, 138, 81, , 33, 12
2023-11-07, 159, 50, , 8, 7
2023-11-08, 118, 12, , 2, 2
2023-11-09, 54, 31, , 2, 6
2023-12-01, 162, , , , 
2023-12-10, 155, 37, , 4, 8
2023-12-11, 143, 21, , 2, 4
2023-12-12, 110, 49, , 13, 8
2023-12-13, 182, 68, , 5, 23
2023-12-14, 242, 39, , 11, 18
2023-12-15, 163, 57, , 8, 11
2023-12-16, , 50, , 16, 9
2023-12-17, , 24, , 6, 7
2023-12-18, , 40, , 3, 6
2023-12-19, 120, 36, , 3, 6
2023-12-02, 204, , , , 
2023-12-20, 149, 68, , 6, 19
2023-12-21, 240, 79, , 21, 17
2023-12-22, 292, 54, , 12, 16
2023-12-23, 199, 35, , 9, 5
2023-12-24, 134, 32, , 5, 3
2023-12-25, 144, 31, , 3, 3
2023-12-26, 154, 52, , 4, 6
2023-12-27, 194, 26, , 3, 4
2023-12-28, 105, 72, , 3, 3
2023-12-29, 172, 51, , 4, 5
2023-12-03, 198, , , , 
2023-12-30, 179, 36, , 4, 9
2023-12-31, 156, 23, , 2, 6
2023-12-04, 174, , , , 
2023-12-05, 209, 55, , 14, 9
2023-12-06, , 57, , 5, 5
2023-12-07, , 55, , 8, 4
2023-12-08, , 19, , 3, 3
2023-12-09, 102, 37, , 3, 8
2023-02-01, 62, , , , 
2023-02-10, 56, 36, , 6, 3
2023-02-11, 84, , , 5, 4
2023-02-12, 103, 58, , 5, 6
2023-02-13, 97, 41, , 13, 7
2023-02-14, 118, 40, , 4, 7
2023-02-15, 108, 27, , 1, 11
2023-02-16, 126, 18, , 1, 8
2023-02-17, 77, 29, , 5, 5
2023-02-18, 92, 39, , 4, 5
2023-02-19, 107, 44, , 3, 6
2023-02-02, 77, , , , 
2023-02-20, 70, 23, , 2, 3
2023-02-21, 58, 49, , 4, 5
2023-02-22, 85, 43, , 3, 4
2023-02-23, 77, 49, , 1, 4
2023-02-24, 90, 12, , 1, 2
2023-02-25, 43, 34, , 2, 4
2023-02-26, 116, 60, , 2, 6
2023-02-27, 114, 55, , 2, 3
2023-02-28, 79, 78, , 1, 3
2023-02-03, 110, , , , 
2023-02-04, 69, , , , 
2023-02-05, 82, , , , 
2023-02-06, 111, , , , 
2023-02-07, 49, , , , 
2023-02-08, 67, , , , 
2023-02-09, 62, , , , 
2023-03-01, 62, 59, , 1, 2
2023-03-10, 62, 53, , 1, 2
2023-03-11, 74, 21, , 1, 2
2023-03-12, 49, 31, , 2, 5
2023-03-13, 87, 14, , 1, 3
2023-03-14, 35, , , , 
2023-03-15, 32, , , , 
2023-03-16, 60, , , , 
2023-03-17, 50, , , , 
2023-03-18, 91, , , , 
2023-03-19, 114, , , , 
2023-03-02, 50, 55, , 2, 4
2023-03-20, 101, , , , 
2023-03-21, 83, 21, , 1, 2
2023-03-22, 90, 14, , 1, 3
2023-03-23, 31, , , , 
2023-03-24, 72, , , , 
2023-03-25, 84, 51, , 4, 3
2023-03-26, 101, 43, , 4, 4
2023-03-27, 102, 38, , 2, 4
2023-03-28, 60, 37, , 1, 3
2023-03-29, 57, 37, , 2, 3
2023-03-03, 83, 58, , 4, 4
2023-03-30, 67, 39, , 3, 3
2023-03-31, 69, 49, , 3, 5
2023-03-04, 110, 45, , 2, 3
2023-03-05, 66, 20, , 1, 2
2023-03-06, 50, 25, , 1, 2
2023-03-07, 48, 26, , 1, 2
2023-03-08, 50, 50, , 1, 4
2023-03-09, 89, 45, , 1, 4
2023-04-01, 96, 40, , 4, 5
2023-04-10, 55, 30, , 1, 3
2023-04-11, 52, 39, , 1, 6
2023-04-12, 99, 36, , 3, 3
2023-04-13, 47, 52, , 1, 3
2023-04-14, 77, 39, , , 2
2023-04-15, 58, 45, , 3, 2
2023-04-16, 67, 54, , , 1
2023-04-17, 52, 41, , , 3
2023-04-18, 60, 42, , 10, 4
2023-04-19, 62, , , , 
2023-04-02, 98, 32, , 1, 4
2023-04-20, 78, , , , 
2023-04-21, 92, , , , 
2023-04-22, 96, 16, , , 4
2023-04-23, 61, , , 7, 2
2023-04-24, 58, 51, , 3, 5
2023-04-25, 80, 53, , 4, 3
2023-04-26, 78, 41, , 2, 2
2023-04-27, 72, 40, , , 2
2023-04-28, 63, 32, , , 3
2023-04-29, 50, 36, , , 4
2023-04-03, 90, , , , 
2023-04-30, 56, 37, , 4, 3
2023-04-04, 65, 14, , 1, 2
2023-04-05, 43, 17, , 2, 2
2023-04-06, 47, 59, , 2, 2
2023-04-07, 90, 57, , 2, 2
2023-04-08, 80, 30, , 2, 1
2023-04-09, 59, 23, , 1, 2
2023-05-01, 56, 51, , , 3
2023-05-10, 96, , , , 
2023-05-11, 78, 28, , , 2
2023-05-12, 84, , , , 
2023-05-13, 70, , , , 
2023-05-14, 64, , , , 
2023-05-15, 62, 87, , 10, 2
2023-05-16, 100, 47, , , 2
2023-05-17, 80, 45, , , 1
2023-05-18, 65, 41, , 3, 3
2023-05-19, 72, , , , 
2023-05-02, 72, 44, , , 2
2023-05-20, 78, , , , 
2023-05-21, 57, , , , 
2023-05-22, 43, , , , 
2023-05-23, 49, , , , 
2023-05-24, 50, , , , 
2023-05-25, 48, , , , 
2023-05-26, 64, , , , 
2023-05-27, 62, , , , 
2023-05-28, 49, 34, , 7, 1
2023-05-29, 65, 48, , 15, 2
2023-05-03, 57, , , , 
2023-05-30, 73, 56, , 4, 2
2023-05-31, 77, 47, , , 2
2023-05-04, 58, , , , 
2023-05-05, 64, , , , 
2023-05-06, 78, , , , 
2023-05-07, 68, 37, , 1, 2
2023-05-08, 61, 30, , 3, 2
2023-05-09, 65, 25, , 1, 
2023-06-01, 71, , , , 
2023-06-10, 55, , , , 
2023-06-11, 136, , , , 
2023-06-12, 111, , , , 
2023-06-13, 79, , , , 
2023-06-14, 109, , , , 
2023-06-15, 109, , , , 
2023-06-16, 98, , , , 
2023-06-17, 93, , , , 
2023-06-18, 93, 63, , , 2
2023-06-19, 92, 79, , , 2
2023-06-02, 78, , , , 
2023-06-20, 117, 63, , 1, 2
2023-06-21, 92, 24, , , 1
2023-06-22, 54, 21, , , 1
2023-06-23, 42, , , , 
2023-06-24, 50, , , , 
2023-06-25, 50, , , , 
2023-06-26, 93, , , , 
2023-06-27, 80, 24, , , 1
2023-06-28, 55, 29, , 7, 2
2023-06-29, 45, 31, , 2, 2
2023-06-03, 73, , , , 
2023-06-30, 62, 39, , 2, 2
2023-06-04, 72, , , , 
2023-06-05, 49, , , , 
2023-06-06, 53, , , , 
2023-06-07, 50, , , , 
2023-06-08, 64, , , , 
2023-06-09, 79, , , , 
2023-07-01, 76, 31, , , 3
2023-07-10, 77, 31, , 1, 3
2023-07-11, 85, 36, , 3, 4
2023-07-12, 97, 39, , 2, 5
2023-07-13, 97, 56, , 1, 4
2023-07-14, 99, 28, , , 1
2023-07-15, 66, 46, , 2, 2
2023-07-16, 92, 45, , 2, 3
2023-07-17, 71, 36, , , 3
2023-07-18, 86, 45, , , 2
2023-07-19, 62, 42, , 2, 2
2023-07-02, 122, 45, , 2, 3
2023-07-20, 62, 47, , , 2
2023-07-21, 72, 48, , 1, 4
2023-07-22, 83, , , , 
2023-07-23, 94, , , , 
2023-07-24, 82, 45, , 1, 2
2023-07-25, 71, 51, , 1, 4
2023-07-26, 87, 49, , 3, 3
2023-07-27, 88, 36, , , 2
2023-07-28, 67, 41, , 1, 2
2023-07-29, 77, 43, , 4, 2
2023-07-03, 125, 23, , , 1
2023-07-30, 81, 35, , 3, 2
2023-07-31, 68, 35, , 8, 3
2023-07-04, 58, 29, , 1, 3
2023-07-05, 67, 37, , 1, 2
2023-07-06, 85, 14, , , 1
2023-07-07, 38, 17, , , 2
2023-07-08, 57, 23, , 1, 2
2023-07-09, 60, 30, , 1, 2
2023-08-01, 61, 34, , 3, 2
2023-08-10, 56, 35, , , 2
2023-08-11, 49, 24, , , 2
2023-08-12, 38, 33, , 7, 2
2023-08-13, 49, 31, , 3, 2
2023-08-14, 42, 34, , 4, 3
2023-08-15, 48, 37, , 6, 4
2023-08-16, 67, 44, , 2, 4
2023-08-17, 75, 45, , 10, 3
2023-08-18, 78, 32, , 1, 2
2023-08-19, 51, 30, , 2, 2
2023-08-02, 47, 33, , 3, 2
2023-08-20, 45, 36, , 2, 3
2023-08-21, 54, 48, , 3, 4
2023-08-22, 77, 40, , 4, 4
2023-08-23, 67, 39, , 3, 3
2023-08-24, 68, 41, , 3, 3
2023-08-25, 54, 40, , 1, 2
2023-08-26, 58, 20, , 1, 1
2023-08-27, 53, 53, , 1, 1
2023-08-28, 67, 37, , 1, 3
2023-08-29, 60, 46, , 1, 5
2023-08-03, 49, 39, , 5, 3
2023-08-30, 58, 19, , , 2
2023-08-31, 42, 17, , , 2
2023-08-04, 57, 39, , 2, 4
2023-08-05, 52, 45, , 2, 4
2023-08-06, 72, 24, , 2, 2
2023-08-07, 46, 30, , 1, 2
2023-08-08, 49, 36, , 1, 3
2023-08-09, 64, 38, , 2, 3
2023-09-01, 42, 19, , , 2
2023-09-10, 89, 100, , 3, 4
2023-09-11, 130, 157, , 1, 2
2023-09-12, 113, 62, , 1, 2
2023-09-13, 45, 44, , 6, 3
2023-09-14, 57, 40, , 3, 4
2023-09-15, 57, 29, , 1, 4
2023-09-16, 58, , , , 
2023-09-17, 68, , , , 
2023-09-18, 68, 44, , 5, 3
2023-09-19, 69, , , , 
2023-09-02, 48, 30, , 3, 3
2023-09-20, 56, , , , 
2023-09-21, 49, , , , 
2023-09-22, 31, , , , 
2023-09-23, 62, , , , 
2023-09-24, 84, , , , 
2023-09-25, 83, , , , 
2023-09-26, 93, , , , 
2023-09-27, 90, , , , 
2023-09-28, 82, , , , 
2023-09-29, 61, , , , 
2023-09-03, 62, 16, , 2, 3
2023-09-30, 67, , , , 
2023-09-04, 41, 23, , 8, 2
2023-09-05, 40, 30, , 3, 3
2023-09-06, 62, 41, , 4, 4
2023-09-07, 96, 51, , 5, 5
2023-09-08, 81, 38, , 3, 3
2023-09-09, 68, 55, , 4, 4
2024-01-01, 129, 44, , 3, 9
2024-01-10, 111, 101, , 8, 7
2024-01-11, 129, 24, , 8, 4
2024-01-12, 75, , , , 
2024-01-02, 186, 81, , 5, 11
2024-01-03, 254, 45, , 3, 6
2024-01-04, 142, 35, , 6, 6
2024-01-05, 152, 36, , 4, 6
2024-01-06, 149, 32, , 3, 3
2024-01-07, 143, 37, , 3, 3
2024-01-08, 130, 36, , 4, 7
2024-01-09, 135, 91, , 7, 7
